제품번호,물품명,물품대분류,물품중분류,상품중량
10002388V2_299,다용도방수파우치,생활용품,위생용품,
10002389V2_300,다용도세척제,세제/세안,살균/세정/탈취,500㎖
10002390V2_300,다용도세척제,세제/세안,살균/세정/탈취,보충용:400㎖
10002391V2_301,다진마늘/난지형,소스/기타양념,기타양념,유:180g
10002392V2_301,다진마늘/난지형,소스/기타양념,기타양념,유:200g
10002393V2_302,다진생강,소스/기타양념,기타양념,냉동/180g
10002394V2_303,다진청양고추,소스/기타양념,기타양념,180g
10002395V2_304,단감,과일,단감,대:5개
10002396V2_304,단감,과일,단감,소:5개
10002397V2_304,단감,과일,단감,조생:1kg
10002398V2_304,단감,과일,단감,중:5개
10002399V2_304,단감,과일,단감,특대:5개
10002400V2_305,단감/,과일,단감,소:2kg
10002401V2_306,단감/대/,과일,단감,조생:1kg
10002402V2_307,단감/무,과일,단감,소:5개
10002403V2_307,단감/무,과일,단감,중:5개
10002404V2_308,단감/소/,과일,단감,조생:1kg
10002405V2_309,단감/유,과일,단감,대:5개
10002406V2_310,단감/중/,과일,단감,조생:1kg
10002407V2_311,단단한두부,두부/유부,두부,340g
10002408V2_312,단무지,절임/장아찌,절임,김밥용:400g
10002409V2_312,단무지,절임/장아찌,절임,반찬용:230g
10002410V2_312,단무지,절임/장아찌,절임,반찬용:400g
10002411V2_313,단팝콘,과자,스낵,80g
10002412V2_314,단팥빵,빵,앙금크림빵,85g/
10002413V2_315,단호박,열매채소,단호박,1개:0.6~1kg
10002414V2_315,단호박,열매채소,단호박,1개:1.5kg이상
10002415V2_315,단호박,열매채소,단호박,1개:1~1.5kg
10002416V2_315,단호박,열매채소,단호박/손질,깍뚝썰기/300g
10002417V2_315,단호박,열매채소,단호박/손질,편썰기/300g
10002418V2_316,단호박양갱,과자,엿/양갱/기타,40g
10002419V2_317,단호박요구르트,유제품,요구르트,120ml
10002420V2_318,단호박찐빵,빵,"찐빵,호떡,전통",300g/5개/
10002421V2_319,단호박쿠키,과자,쿠키,100g
10002422V2_320,단호박품은쌀과자,과자,스낵,40g
10002423V2_321,달래,잎/줄기채소,달래,100g
10002424V2_321,달래,잎/줄기채소,달래,100g/미인증
10002425V2_321,달래,잎/줄기채소,달래,500g/장아찌용/미인증
10002426V2_322,달지않은 떠먹는 요구르트,유제품,요구르트,90g*2
10002427V2_323,달지않은 떠먹는요거트,유제품,요구르트,350g
10002428V2_323,달지않은 떠먹는요거트,유제품,요구르트,90g*2개
10002429V2_324,달지않은 떠먹는요구르트,유제품,요구르트,90g
10002430V2_325,달지않은곡물플레이크,식사대용,씨리얼,300g
10002431V2_326,달지않은옥수수플레이크,식사대용,씨리얼,300g
10002432V2_327,닭가슴살,닭/오리,무항생제닭,200g
10002433V2_327,닭가슴살,닭/오리,무항생제닭,400g
10002434V2_328,닭가슴살버거패티,육가공,돈가스/분쇄가공,280g
10002435V2_329,닭고기볶음밥,식사대용,식사대용/기타,300g
10002436V2_329,닭고기볶음밥,식사대용,식사대용/기타,300g-쿠폰북 행사
10002437V2_330,닭곰탕,즉석조리,국.찌개,500g
10002438V2_331,닭날개,닭/오리,무항생제닭,500g
10002439V2_332,닭다리,닭/오리,무항생제닭,600g
10002440V2_333,닭다리순살,닭/오리,무항생제닭,400g
10002441V2_334,닭발,닭/오리,무항생제닭,500g
10002442V2_335,닭봉,닭/오리,무항생제닭,300g
10002443V2_336,닭분쇄육,닭/오리,무항생제닭,300g
10002444V2_337,닭안심살,닭/오리,무항생제닭,200g
10002445V2_337,닭안심살,닭/오리,무항생제닭,400g
10002446V2_338,담음공기세트,식기/편백,자기,4개
10002447V2_339,담음구이접시,식기/편백,자기,
10002448V2_340,담음대접세트,식기/편백,자기,4개
10002449V2_341,담음양념종지세트,식기/편백,자기,4개
10002450V2_342,담음찬기2호세트,식기/편백,자기,4개
10002451V2_343,담음찬기3호세트,식기/편백,자기,4개
10002452V2_344,담음커피잔세트,식기/편백,자기,2인용
10002453V2_345,당귀무말림무침,절임/장아찌,장아찌,240g
10002454V2_346,당근,뿌리채소,당근,1kg
10002455V2_346,당근,뿌리채소,당근,300g
10002456V2_346,당근,뿌리채소,당근,500g
10002457V2_346,당근,뿌리채소,당근,즙용:1kg
10002458V2_347,당근꿀카스텔라,빵,"케이크,롤,선물",270g/
10002459V2_348,당근머핀,빵,단과자빵,85g*2개
10002460V2_349,당근토마토즙,음료,과즙,620ml
10002461V2_350,당면,밀가공,면/기타,500g
10002462V2_351,당조고추,열매채소,당조고추,200g
10002463V2_352,대구순살,냉동수산,냉동생선,100g
10002464V2_353,대구포,냉동수산,냉동생선,400g
10002465V2_354,대기전력자동차단콘센트,생활용품,환경용품,USB
10002466V2_354,대기전력자동차단콘센트,생활용품,환경용품,일반형
10002467V2_355,대보름나물,밑반찬,조림,500g
10002468V2_356,대봉감말랭이,과일,곶감,200g
10002469V2_357,대장부참식,식사대용,선식/생식,700g
10002470V2_358,대파,양념채소,대파,300g
10002471V2_358,대파,양념채소,대파,500g
10002472V2_358,대파,양념채소,대파,700g
10002473V2_359,더덕,뿌리채소,더덕,500g/무
10002474V2_360,더덕/유기재배,뿌리채소,더덕,500g
10002475V2_361,도깨비방망이과자,과자,스낵,80g
10002476V2_362,도라지액,건강일반,추출/농축액,90ml*10봉
10002477V2_362,도라지액,건강일반,추출/농축액,90ml*30봉
10002478V2_363,도라지절편,건강일반,건강/기타,20g*10개
10002479V2_364,도라지청,건강일반,추출/농축액,210g
10002480V2_365,도라지청모음,건강일반,추출/농축액,150g*2병
10002481V2_366,도라지청선물모음,건강일반,추출/농축액,"150g*3병, 50g"
10002482V2_367,도마,식기/편백,옻칠,소/정지예정품번
10002483V2_368,도토리가루,가루,과채가루,500g
10002484V2_369,도토리건조묵,어묵/묵,묵,100g
10002485V2_370,도토리묵,어묵/묵,묵,420g:1모
10002486V2_371,돈가스소스,소스/기타양념,소스,240g
10002487V2_372,돈가스용,돼지,보리살림돼지,600g/우리보리살림돼지
10002488V2_373,돈육곡물소시지,육가공,햄/소시지/훈제,300g-
10002489V2_374,돈육포,육가공,육포/기타,70g
10002490V2_375,돈육포선물모음,육가공,육포/기타,
10002491V2_376,돌김,해조,김,50장
10002492V2_377,돌나물,잎/줄기채소,돌나물,200g
10002493V2_378,동그랑쌀과자,과자,스낵,70g
10002494V2_379,동물복지유정란,알,유정란,10알
10002495V2_379,동물복지유정란,알,유정란,15알
10002496V2_380,동물복지유정란/중란,알,유정란,10알
10002497V2_381,동치미김치,김치,무,2kg
10002498V2_382,동치미냉면육수,밀가공,간편조리면,330g
10002499V2_383,동치미물냉면,밀가공,간편조리면,960g/2인분
10002500V2_384,동태,냉동수산,냉동생선,1kg/전부침용
10002501V2_384,동태,냉동수산,냉동생선,2마리/1100g
10002502V2_384,동태,냉동수산,냉동생선,450g/전부침용
10002503V2_384,동태,냉동수산,냉동생선,토막/400g
10002504V2_385,동태모음,냉동수산,냉동생선,400g
10002505V2_386,돼지감자,뿌리채소,돼지감자,1kg
10002506V2_387,돼지감자진액,건강일반,추출/농축액,90ml*30봉
10002507V2_388,돼지감자차,음료,뿌리차,70g
10002508V2_389,돼지고기동그랑땡,육가공,돈가스/분쇄가공,400g
10002509V2_389,돼지고기동그랑땡,육가공,돈가스/분쇄가공,제수용/800g
10002510V2_390,돼지고기사골국,육가공,식육추출가공,1.1kg
10002511V2_391,돼지구이갈비,돼지,무항생제돼지,1kg
10002512V2_392,돼지등뼈,돼지,무항생제돼지,1kg
10002513V2_393,돼지모듬구이용,돼지,보리살림(냉장),300g
10002514V2_394,돼지목심살,돼지,무항생제돼지,600g
10002515V2_395,돼지분쇄육,돼지,무항생제돼지,300g
10002516V2_396,돼지불고기,돼지,무항생제돼지,600g
10002517V2_397,돼지사태살,돼지,무항생제돼지,찌개:600g
10002518V2_398,돼지삼겹살,돼지,무항생제돼지,600g
10002519V2_399,돼지장조림,돼지,무항생제돼지,600g
10002520V2_400,돼지찜갈비,돼지,무항생제돼지,1kg
10002521V2_401,된장찌개솥,식기/편백,옹기,
10002522V2_402,된장찌개솥뚜껑,식기/편백,옹기,
10002523V2_403,두릅,잎/줄기채소,두릅,300g
10002524V2_403,두릅,잎/줄기채소,두릅,500g
10002525V2_404,두물차,차,잎꽃차,30g
10002526V2_405,두물차모음,차,잎꽃차,
10002527V2_406,두부,두부/유부,두부,420g
10002528V2_406,두부,두부/유부,두부,420g-쿠폰북행사
10002529V2_406,두부,두부/유부,두부,반모:270g
10002530V2_407,두부과자,과자,스낵,100g
10002531V2_408,두부연어묵,어묵/묵,어묵,270g
10002532V2_409,두유,음료,두유,160ml*20봉/선물
10002533V2_409,두유,음료,두유,160ml*30봉
10002534V2_409,두유,음료,두유,160ml*5봉
10002535V2_410,두텁찹쌀떡,떡,즉석떡,70g
10002536V2_411,두피살림 샴푸,세제/세안,헤어,500㎖
10002537V2_412,둥굴레차,음료,뿌리차,300g
10002538V2_412,둥굴레차,차,잎꽃차,1.2g*100티백
10002539V2_412,둥굴레차,차,잎꽃차,1.2g*20티백
10002540V2_413,둥근긴어묵,어묵/묵,어묵,270g
10002541V2_414,둥근독1호,식기/편백,옹기,
10002542V2_415,둥근독2호,식기/편백,옹기,
10002543V2_416,둥근독4호,식기/편백,옹기,
10002544V2_417,둥근애호박,열매채소,애호박,1개
10002545V2_418,둥글이통통햄,육가공,햄/소시지/훈제,300g-
10002546V2_419,뒷다리다짐육,돼지,보리살림(냉장),300g
10002547V2_420,뒷다리살,돼지,보리살림돼지,잡채용 200g/우리보리살림돼지
10002548V2_421,들기름,기름/식초,기름,160ml
10002549V2_421,들기름,기름/식초,기름,330ml
10002550V2_422,들깨/국산,콩/화본/깨,깨,300g
10002551V2_423,들깨/무,콩/화본/깨,깨,300g
10002552V2_424,들깨/유,콩/화본/깨,깨,300g
10002553V2_425,들깨가루,가루,과채가루,200g
10002554V2_426,들깨엿강정,과자,한과/유과,80g
10002555V2_427,등갈비,돼지,무항생제(냉장),무항생제/500g
10002556V2_427,등갈비,중량(정육),돼지(중량),무항생제-성남용인
10002557V2_428,등갈비-성남용인,중량(정육),돼지(중량),
10002558V2_429,등뼈,돼지,보리살림돼지,1kg/우리보리살림돼지
10002559V2_430,등심,돼지,보리살림돼지,채썰기 300g/우리보리살림돼지
10002560V2_430,등심,돼지,보리살림돼지,카레용 300g/우리보리살림돼지
10002561V2_430,등심,중량(정육),돼지(중량),무항생제-성남용인
10002562V2_431,등심구이용,소,유기한우(냉장),유기/250g
10002563V2_432,등심돈가스/카레/잡채-성남용인,중량(정육),돼지(중량),
10002564V2_433,등심로스-성남용인,중량(정육),한우(중량),
10002565V2_434,등심스테이크용,소,유기한우(냉장),유기/300g
10002566V2_435,등심찹스테이크용/유기,소,유기한우,300g
10002567V2_436,등심카레용,돼지,보리살림(냉장),300g/보리살림돼지
10002568V2_437,디포리,건어물,기타건어류,300g
10002569V2_438,딸기,과일채소,딸기,1kg
10002570V2_438,딸기,과일채소,딸기,싼타/500g
10002571V2_439,딸기/,과일채소,딸기,500g
10002572V2_439,딸기/,과일채소,딸기,소과:2kg
10002573V2_440,딸기/육보,과일채소,딸기,1kg
10002574V2_441,딸기꽁꽁,음료,빙과,120ml
10002575V2_442,딸기머핀,빵,단과자빵,75g*2개
10002576V2_443,딸기아침,식사대용,씨리얼,80g
10002577V2_444,딸기잼,잼/병조림/기타,잼,280g
10002578V2_444,딸기잼,잼/병조림/기타,잼,480g
10002579V2_445,땅두릅,잎/줄기채소,땅두릅,200g
10002580V2_446,땅콩막걸리,전통주,탁주,750ml
10002581V2_447,땅콩사탕,과자,엿/양갱/기타,70g
10002582V2_448,땅콩자반,밑반찬,조림,200g
10002583V2_449,땅콩캐러멜,과자,엿/양갱/기타,70g
10002584V2_450,땅콩크림,잼/병조림/기타,병조림/기타,230g
10002585V2_451,땅콩크림빵,빵,앙금크림빵,75g/
10002586V2_452,땅콩호박,열매채소,땅콩호박,1개:0.6~1kg
10002587V2_453,떠먹는 요거트,유제품,요구르트,90g*2개
10002588V2_454,떠먹는 요구르트,유제품,요구르트,90g
10002589V2_454,떠먹는 요구르트,유제품,요구르트,90g*2
10002590V2_455,떠먹는배도라지청,건강일반,추출/농축액,230g
10002591V2_456,떠먹는배도라지청모음,건강일반,추출/농축액,230g*2병
10002592V2_457,떠먹는요거트,유제품,요구르트,350g
10002593V2_458,떠먹는흑마늘,건강일반,추출/농축액,230g
10002594V2_459,떠먹는흑마늘모음,건강일반,추출/농축액,230g*2병
10002595V2_460,떡국떡,떡,가래떡,유기:2kg
10002596V2_460,떡국떡,떡,가래떡,유기:800g
10002597V2_461,떡볶이떡,떡,가래떡,유기/500g
10002598V2_462,라디치오,잎/줄기채소,라디치오,300g
10002599V2_463,레드향/무,과일,귤만감,1.5kg
10002600V2_464,레드향/유,과일,귤만감,1.5kg
10002601V2_465,레몬/무,과일,레몬,500g
10002602V2_466,레몬/유,과일,레몬,500g
10002603V2_467,"레몬/유,무",과일,레몬,소:500g
10002604V2_468,로메인,쌈채소류,로메인,150g
10002605V2_469,로얄제리,꿀,꿀부산물,50g
10002606V2_470,로즈마리,차,잎꽃차,15g
10002607V2_471,루꼴라,잎/줄기채소,루꼴라,100g
10002608V2_472,리코타치즈,유제품,치즈/기타,200g
10002609V2_473,린테우스상황버섯,버섯,상황버섯,200g/유
10002610V2_474,마,뿌리채소,마,큰둥근마/1kg
10002611V2_475,마.율무차,차,곡류차,20g*12봉
10002612V2_475,마.율무차,차,곡류차,300g
10002613V2_476,마/둥근마,뿌리채소,마,500g
10002614V2_477,마가루,가루,과채가루,300g
10002615V2_478,마고상황차,음료,건강차,110ml*30봉
10002616V2_479,마늘,양념채소,마늘/재래종,유기/대/3kg-1차
10002617V2_479,마늘,양념채소,마늘/재래종,유기/대/3kg-2차
10002618V2_479,마늘,양념채소,마늘/재래종,유기/소/2kg-1차
10002619V2_480,마늘/난지형,양념채소,마늘(난지형),1kg
10002620V2_480,마늘/난지형,양념채소,마늘(난지형),2kg
10002621V2_481,마늘/장아찌용,양념채소,마늘(장아찌용),2kg
10002622V2_482,마늘가루,가루,과채가루,1병:120g
10002623V2_483,마늘빵과자,과자,스낵,100g
10002624V2_484,마늘소시지,육가공,햄/소시지/훈제,220g-
10002625V2_485,마늘장아찌,절임/장아찌,장아찌,900g
10002626V2_486,마늘쫑,잎/줄기채소,마늘쫑,300g
10002627V2_487,마늘쫑절임,절임/장아찌,절임,300g
10002628V2_488,마늘환,건강일반,분말/환,180g
10002629V2_489,마른새우,건어물,기타건어류,200g
10002630V2_490,마른청각,해조,기타해조류,100g
10002631V2_491,마른흑새우,건어물,기타건어류,200g
10002632V2_492,마스코바도,소스/기타양념,기타양념,3kg
10002633V2_492,마스코바도,소스/기타양념,기타양념,500g
10002634V2_493,마스코바도호떡,빵,단과자빵,70g
10002635V2_494,마시는초콩,음료,음료기타,100g*5봉
10002636V2_495,마요네즈,소스/기타양념,기타양념,210g
10002637V2_496,막국수,밀가공,간편조리면,582g/2인분
10002638V2_497,막사발1호,식기/편백,옹기,5개
10002639V2_498,막장,장,장류/기타,900g
10002640V2_499,만가닥버섯모음,버섯,만가닥버섯,300g
10002641V2_500,만두피,밀가공,만두,330g:약30장
10002642V2_501,말랑말랑백미가래떡,떡,즉석떡,400g
10002643V2_502,말린강낭콩,콩/화본/깨,콩,무/500g
10002644V2_503,말린고사리/무농약,말린나물/건재,말린고사리(70g),70g
10002645V2_504,말린고사리/유,말린나물/건재,말린고사리(70g),70g
10002646V2_505,말린곤드레나물,말린나물/건재,말린곤드레나물(100g),100g
10002647V2_505,말린곤드레나물,말린나물/건재,말린곤드레나물(100g),유기:100g
10002648V2_506,말린금이버섯,버섯,금이버섯,20g
10002649V2_507,말린노루궁뎅이버섯,버섯,노루궁뎅이버섯,20g
10002650V2_508,말린돌김자반,해조,김,65g
10002651V2_509,말린만가닥버섯,버섯,만가닥버섯,50g
10002652V2_510,말린모싯대나물,말린나물/건재,기타,100g
10002653V2_511,말린바지락,건어물,기타건어류,150g
10002654V2_512,말린산나물모음,말린나물/건재,기타,자연산:70g
10002655V2_513,말린삼잎국화나물,말린나물/건재,말린삼잎국화나물,70g
10002656V2_514,말린아주까리잎,말린나물/건재,말린아주까리잎(100g),100g
10002657V2_515,말린표고버섯,버섯,표고버섯,150g
10002658V2_515,말린표고버섯,버섯,표고버섯,썬것:100g
10002659V2_516,말린표고칩,버섯,표고버섯,100g
10002660V2_517,말린홍합,건어물,기타건어류,200g
10002661V2_518,맑은바다구운김선물모음,밑반찬,김가공,
10002662V2_519,맛간장,장,간장,900ml
10002663V2_520,맛김치,김치,배추,1kg
10002664V2_520,맛김치,김치,배추,300g
10002665V2_521,맛이 진한 무지방우유,유제품,우유/산양유,900ml
10002666V2_522,맛조개국,수산가공,국/탕(수산),500g
10002667V2_523,매생이,생물수산,생물해조류,냉장/400g
10002668V2_523,매생이,해조,기타해조류,400g
10002669V2_524,매실부재료,가루,가루/기타,
10002670V2_525,매운감자라면,밀가공,라면,110g:1봉
10002671V2_525,매운감자라면,밀가공,라면,1묶음:4봉
10002672V2_525,매운감자라면,밀가공,라면,1상자:6묶음
10002673V2_526,매운맛돈육포,육가공,육포/기타,70g
10002674V2_527,매운탕솥,식기/편백,옹기,
10002675V2_528,매일견과,과자,스낵,25g
10002676V2_528,매일견과,과자,스낵,25g*10봉
10002677V2_529,매콤소스순살닭강정,육가공,돈가스/분쇄가공,"강정400g,소스160g"
10002678V2_530,매화마을 매실고,음료,음료기타,80g
10002679V2_531,매화마을청매실원,음료,발효음료,420ml
10002680V2_532,머리고기순댓국,육가공,식육추출가공,800g
10002681V2_533,머위대,잎/줄기채소,머위,400g
10002682V2_534,머위잎,잎/줄기채소,머위잎,200g
10002683V2_535,멍게살,생물수산,패류/갑각류,180g
10002684V2_536,메론,과일채소,메론,4kg이상:2통
10002685V2_537,메론_머스크/대,과일채소,메론,2kg:1통
10002686V2_538,메론_머스크/소,과일채소,메론,1~1.5kg:1통
10002687V2_539,메론_머스크/중,과일채소,메론,1.5~2kg:1통
10002688V2_540,메론_백자/대,과일채소,메론,1kg:1통
10002689V2_541,메론_백자/중,과일채소,메론,0.8~1kg:1통
10002690V2_542,메론_하니원/대,과일채소,메론,1.5kg:1통
10002691V2_543,메론_하니원/중,과일채소,메론,1.2~1.5kg:1통
10002692V2_544,메밀가루,가루,곡식가루,500g
10002693V2_545,메밀국수,밀가공,국수,400g
10002694V2_546,메밀국수소스,소스/기타양념,소스,220ml
10002695V2_547,메밀묵,어묵/묵,묵,420g
10002696V2_548,메밀차,차,곡류차,200g
10002697V2_549,메주,장,메주,1말:약6-7kg:솔뫼
10002698V2_549,메주,장,메주,반말:3-3.5kg:또바기
10002699V2_549,메주,장,메주,반말:약3-3.5kg:솔뫼
10002700V2_549,메주,장,메주,반말:약3-4.5kg:우리콩영농
10002701V2_550,메주가루,가루,양념가루,500g
10002702V2_550,메주가루,가루,양념가루,막장용:500g
10002703V2_551,메주콩/국산,콩/화본/깨,콩,500g
10002704V2_552,메주콩/유,콩/화본/깨,콩,500g
10002705V2_553,멥쌀가루,가루,곡식가루,건식/500g
10002706V2_554,면생리대,생활용품,위생용품,대형/1개
10002707V2_554,면생리대,생활용품,위생용품,오버나이트/1개
10002708V2_554,면생리대,생활용품,위생용품,일반형/1개
10002709V2_554,면생리대,생활용품,위생용품,팬티라이너/3개
10002710V2_555,면생리대속지,생활용품,위생용품,대형/3장
10002711V2_555,면생리대속지,생활용품,위생용품,오버나이트/2장
10002712V2_555,면생리대속지,생활용품,위생용품,일반/3장
10002713V2_556,멸치모음,건어물,멸치류,2종
10002714V2_556,멸치모음,건어물,멸치류,3종
10002715V2_557,멸치바삭,수산가공,수산가공간식,30g
10002716V2_558,멸치액젓,수산가공,젓갈/액젓,1kg
10002717V2_558,멸치액젓,수산가공,젓갈/액젓,2.1kg
10002718V2_559,멸치육젓,수산가공,젓갈/액젓,1.8kg/1되
10002719V2_560,명란젓,수산가공,젓갈/액젓,300g
10002720V2_561,명이나물,잎/줄기채소,명이나물,1kg
10002721V2_561,명이나물,잎/줄기채소,명이나물,200g
10002722V2_562,명태생선가스,수산가공,수산가공반찬,240g
10002723V2_563,명태참어묵,어묵/묵,어묵,300g
10002724V2_564,모과차,차,절임차,460g
10002725V2_565,모기기피제,생활용품,기타생활용품,100㎖
10002726V2_565,모기기피제,생활용품,기타생활용품,로즈마리향
10002727V2_566,모둠구이용,돼지,무항생제(냉장),무항생제/500g
10002728V2_567,모듬배기찰떡,떡,즉석떡,160g
10002729V2_568,모듬플레이크,식사대용,씨리얼,280g
10002730V2_569,모듬해초,해조,기타해조류,20g
10002731V2_570,모자반,해조,기타해조류,200g
10002732V2_571,목심,중량(정육),돼지(중량),무항생제-성남용인
10002733V2_572,목심구이-성남용인,중량(정육),돼지(중량),
10002734V2_573,목심국거리,소,한우(냉장),신선육/200g
10002735V2_574,목심국거리-성남용인,중량(정육),한우(중량),
10002736V2_575,목심국거리용/조각,소,유기한우(냉장),유기/200g
10002737V2_576,목심살,돼지,보리살림(냉장),300g
10002738V2_576,목심살,돼지,보리살림(냉장),500g
10002739V2_576,목심살,돼지,보리살림돼지,600g/우리보리살림돼지
10002740V2_577,목욕때비누,세제/세안,세안비누,1장
10002741V2_578,목이버섯,버섯,목이버섯,200g
10002742V2_579,목초우유,유제품,우유/산양유,200ml
10002743V2_579,목초우유,유제품,우유/산양유,200ml*3병
10002744V2_579,목초우유,유제품,우유/산양유,900ml
10002745V2_579,목초우유,유제품,우유/산양유,900ml-쿠폰북행사
10002746V2_580,못난이개인접시,식기/편백,자기,
10002747V2_581,못난이뚜껑볼,식기/편백,자기,
10002748V2_582,못난이사과,과일,사과,2kg
10002749V2_583,못난이사과/무,과일,사과,1.5kg
10002750V2_584,못난이사과/유,과일,사과,1.5kg
10002751V2_585,몽블랑페스츄리,빵,페스츄리류,210g
10002752V2_585,몽블랑페스츄리,빵,페스츄리류,210g/
10002753V2_586,무,뿌리채소,무,0.7~1kg/토박이
10002754V2_586,무,뿌리채소,무,0.7~1kg미만
10002755V2_586,무,뿌리채소,무,1kg이상
10002756V2_586,무,뿌리채소,무,1kg이상/토박이
10002757V2_586,무,뿌리채소,무,400~600g
10002758V2_586,무,뿌리채소,무,500~700g
10002759V2_586,무,뿌리채소,무,600~800g/하품
10002760V2_586,무,뿌리채소,무,600~800g미만
10002761V2_586,무,뿌리채소,무,800g이상
10002762V2_586,무,뿌리채소,무,800g이상/하품
10002763V2_587,무농약사과즙,음료,과즙,1L
10002764V2_588,무말림,말린나물/건재,무말림(200g),200g
