temp,SLABweight,SLABwide,SLABthick,SLABlong,RolljoblinLT,SHEARinLT,TSmean
660,22.11 ton,1130 mm,250 mm,10010 mm,6.8,5.7,332
512,20.5 ton,1150 mm,250 mm,9320 mm,7.1,4.3,342
623,24.22 ton,1560 mm,250 mm,7940 mm,11.3,5.8,512
668,23.08 ton,1520 mm,250 mm,7870 mm,11.4,5.5,516
731,31.98 ton,1420 mm,250 mm,11520 mm,6.7,3.7,275
420,22.05 ton,1260 mm,250 mm,8950 mm,9.6,12.2,426
425,22.07 ton,1260 mm,250 mm,8960 mm,9.6,12.3,427
510,34.8 ton,1520 mm,250 mm,11710 mm,13,9,268
584,15.32 ton,1110 mm,250 mm,7060 mm,6.4,3,351
422,23.65 ton,1020 mm,250 mm,11860 mm,10.4,13.5,340
469,24.3 ton,1310 mm,250 mm,9490 mm,9.5,10.5,337
536,24.24 ton,1290 mm,250 mm,9610 mm,9.6,9.8,337
496,19.59 ton,1300 mm,250 mm,7710 mm,8.3,12.9,428
419,19.46 ton,1210 mm,250 mm,8400 mm,7.2,12.6,328
691,19.48 ton,1050 mm,250 mm,9490 mm,7.3,3.9,340
714,19.58 ton,1050 mm,250 mm,9540 mm,7.3,3.9,340
705,19.48 ton,1050 mm,250 mm,9490 mm,7.4,4,340
664,19.48 ton,1050 mm,250 mm,9490 mm,7.7,4.1,340
252,28.86 ton,1390 mm,250 mm,10620 mm,9,15.9,338
561,20.5 ton,1150 mm,250 mm,9320 mm,7,4.3,341
534,27.62 ton,1570 mm,250 mm,9000 mm,11.8,8.2,268
382,28.78 ton,1520 mm,250 mm,9780 mm,12.2,7.7,266
679,28.97 ton,1570 mm,250 mm,9440 mm,10.8,3.9,256
545,24.46 ton,1570 mm,250 mm,7970 mm,11.3,7.9,265
309,28.04 ton,1440 mm,246 mm,10300 mm,12.4,18.5,315
456,34.89 ton,1570 mm,250 mm,11550 mm,12.9,8.9,267
418,18.3 ton,1260 mm,250 mm,7490 mm,6.5,12.8,327
484,34.78 ton,1500 mm,250 mm,11860 mm,14.7,7.6,252
273,23.6 ton,1260 mm,250 mm,9580 mm,5.9,13.6,337
474,25.95 ton,1290 mm,250 mm,10290 mm,6.2,5.5,341
578,25.95 ton,1290 mm,250 mm,10290 mm,6.4,5.6,341
479,18.61 ton,1000 mm,250 mm,9520 mm,11.3,9,339
420,18.61 ton,1000 mm,250 mm,9520 mm,11.5,9.2,338
754,18.15 ton,960 mm,250 mm,9670 mm,4.8,1.8,336
494,32.95 ton,1490 mm,250 mm,11310 mm,12.5,7.4,265
472,19.08 ton,1000 mm,250 mm,9760 mm,11.1,7.8,332
512,22.12 ton,1290 mm,250 mm,8770 mm,12.7,9,340
223,34.37 ton,1570 mm,246 mm,11380 mm,6.8,19.2,255
837,18.07 ton,960 mm,250 mm,9630 mm,4.5,0.3,339
555,15.8 ton,1000 mm,250 mm,8080 mm,4.7,7.1,321
661,21.99 ton,1240 mm,250 mm,9070 mm,6.1,4.5,344
612,22.88 ton,1240 mm,250 mm,9440 mm,6.1,4.4,340
545,25.95 ton,1290 mm,250 mm,10290 mm,6.3,5.4,341
603,21.53 ton,1260 mm,250 mm,8740 mm,8.4,9.1,352
265,21.66 ton,1390 mm,250 mm,7970 mm,6.4,18.2,292
577,28.27 ton,1400 mm,250 mm,10330 mm,11.5,8.6,279
224,22.59 ton,1260 mm,250 mm,9170 mm,11.5,15.2,329
569,20.19 ton,1100 mm,250 mm,9390 mm,13,9.5,329
455,27.67 ton,1290 mm,250 mm,10970 mm,13.8,10.5,339
231,21.83 ton,960 mm,250 mm,11630 mm,11.7,20.2,357
487,12.53 ton,1090 mm,250 mm,5880 mm,9.6,10.2,275
424,22.85 ton,1400 mm,250 mm,8350 mm,15.2,8,260
425,23.65 ton,1020 mm,250 mm,11860 mm,10.5,14.1,337
469,19.59 ton,1300 mm,250 mm,7710 mm,8.1,12.9,429
537,18.99 ton,1260 mm,250 mm,7710 mm,4.1,5.9,323
507,15.96 ton,900 mm,250 mm,9070 mm,13.6,7.9,299
603,28.97 ton,1570 mm,250 mm,9440 mm,10.6,3.3,255
393,19.68 ton,1260 mm,250 mm,7990 mm,6.1,13.7,338
494,18.3 ton,1260 mm,250 mm,7490 mm,6.5,13,327
659,25.51 ton,1500 mm,250 mm,8700 mm,12.3,5,259
696,26.36 ton,1490 mm,250 mm,9050 mm,12.4,7.7,272
497,28 ton,1240 mm,250 mm,11550 mm,6.5,4.6,325
348,22.84 ton,1310 mm,250 mm,8920 mm,10,17.9,344
506,28.79 ton,1290 mm,250 mm,11640 mm,6.8,5.8,334
444,28.41 ton,1300 mm,250 mm,11180 mm,9,12.6,434
395,32.82 ton,1550 mm,250 mm,10830 mm,11.2,11.9,244
597,27.33 ton,1200 mm,250 mm,11650 mm,7,4.8,337
301,28.83 ton,1300 mm,246 mm,11530 mm,11,32.8,270
572,23.62 ton,1490 mm,250 mm,8110 mm,12.7,7.6,272
675,23.62 ton,1490 mm,250 mm,8110 mm,12.8,7.7,272
665,23.67 ton,1050 mm,250 mm,11700 mm,8.2,4.4,343
642,23.75 ton,1050 mm,250 mm,11570 mm,8.2,4.5,333
180,28.51 ton,1570 mm,246 mm,9440 mm,6.4,20.4,256
281,34.37 ton,1570 mm,246 mm,11380 mm,6.9,19.6,259
209,27.06 ton,1490 mm,246 mm,9440 mm,7.1,19.9,268
385,14.16 ton,1260 mm,250 mm,5750 mm,7.4,9.7,411
361,26.28 ton,1310 mm,250 mm,10260 mm,9.1,13.3,338
505,20 ton,1260 mm,250 mm,8120 mm,9.3,11.6,430
678,18.59 ton,1000 mm,250 mm,9510 mm,9.7,3,417
700,18.59 ton,1000 mm,250 mm,9510 mm,9.7,3.3,417
509,29.78 ton,1390 mm,250 mm,10960 mm,12.4,10.1,336
585,29.81 ton,1390 mm,250 mm,10970 mm,12.4,10.3,337
704,23.21 ton,1000 mm,250 mm,11870 mm,9.8,3.3,414
514,29.73 ton,1290 mm,250 mm,11790 mm,9.4,10.1,335
418,27.55 ton,1390 mm,250 mm,10140 mm,11.3,10,338
625,24.32 ton,1520 mm,250 mm,8320 mm,11.5,5.6,517
676,18.62 ton,1100 mm,250 mm,8660 mm,3.4,3.6,334
435,29.73 ton,1290 mm,250 mm,11790 mm,9.5,9.8,337
621,24.03 ton,1560 mm,250 mm,7980 mm,11.5,5.7,517
395,29.89 ton,1390 mm,250 mm,11000 mm,11.9,10.5,337
694,18.62 ton,1100 mm,250 mm,8660 mm,3.3,3.7,331
350,22.3 ton,1350 mm,250 mm,8450 mm,9.3,17.4,445
358,25.87 ton,1390 mm,250 mm,9520 mm,11.9,11,338
358,25.87 ton,1390 mm,250 mm,9520 mm,12,10.9,338
730,22.19 ton,1000 mm,250 mm,11350 mm,10,2.5,425
409,28.48 ton,1390 mm,250 mm,10480 mm,12.1,9.7,337
555,28.15 ton,1390 mm,250 mm,10360 mm,12.1,10.4,339
477,29.89 ton,1390 mm,250 mm,11000 mm,11.8,10,338
444,22.39 ton,1260 mm,250 mm,9090 mm,8.6,11.6,435
512,22.12 ton,1210 mm,250 mm,9350 mm,8.5,8.8,286
452,22.39 ton,1260 mm,250 mm,9090 mm,8.7,11.6,436
592,24.37 ton,1560 mm,250 mm,7990 mm,11.4,5.7,511
486,19.08 ton,1000 mm,250 mm,9760 mm,10.8,7.7,332
389,26.68 ton,1290 mm,250 mm,10580 mm,9.1,12.3,336
691,25.95 ton,1290 mm,250 mm,10290 mm,6.2,5.3,342
671,26.98 ton,1290 mm,250 mm,10700 mm,6.3,5.6,336
635,27.49 ton,1290 mm,250 mm,10900 mm,6.3,5.7,341
629,28.97 ton,1570 mm,250 mm,9440 mm,10.9,3.9,255
597,21.61 ton,1430 mm,250 mm,7730 mm,11.6,5.5,506
318,29.89 ton,1390 mm,250 mm,11000 mm,11.8,10.3,338
504,23.87 ton,1110 mm,250 mm,11000 mm,12.5,13.2,355
508,19.08 ton,1000 mm,250 mm,9760 mm,10.8,7.9,331
528,19.08 ton,1000 mm,250 mm,9760 mm,10.9,7.7,332
620,27.62 ton,1570 mm,250 mm,9000 mm,12.1,8.4,267
397,20 ton,1260 mm,250 mm,8120 mm,9.3,11.7,433
339,19.98 ton,1260 mm,250 mm,8110 mm,9.4,11.8,430
533,28 ton,1240 mm,250 mm,11550 mm,6.7,12.9,326
765,19.56 ton,1050 mm,250 mm,9530 mm,7.6,4.3,340
691,19.48 ton,1100 mm,250 mm,9270 mm,7.6,4.5,340
548,17.63 ton,1020 mm,250 mm,8840 mm,7.7,3.7,336
732,20.49 ton,1200 mm,250 mm,8920 mm,7.1,4.5,341
461,19.46 ton,1160 mm,250 mm,8850 mm,7.2,12.6,328
730,20.49 ton,1200 mm,250 mm,8920 mm,7.1,4.5,342
535,19.08 ton,1000 mm,250 mm,9760 mm,11,7.6,332
493,19.49 ton,1000 mm,250 mm,9970 mm,11.2,6.5,346
654,23.63 ton,1020 mm,250 mm,11850 mm,8,3.9,335
672,18.62 ton,1100 mm,250 mm,8660 mm,3.5,3.8,334
734,15.23 ton,1110 mm,250 mm,7020 mm,6.5,3,353
729,28.97 ton,1570 mm,250 mm,9440 mm,10.4,2.9,256
614,28.97 ton,1570 mm,250 mm,9440 mm,11,3.8,255
708,28.97 ton,1570 mm,250 mm,9440 mm,10.9,3.8,255
634,22.11 ton,1130 mm,250 mm,10010 mm,6.8,5.5,332
616,24.46 ton,1570 mm,250 mm,7970 mm,11.2,7.9,266
520,34.99 ton,1570 mm,250 mm,11400 mm,11.7,6.5,258
523,34.99 ton,1570 mm,250 mm,11400 mm,11.8,8.6,263
669,22.2 ton,1110 mm,250 mm,10230 mm,7.1,4.3,342
208,28.51 ton,1570 mm,246 mm,9440 mm,6.4,20.4,257
530,24.41 ton,1290 mm,250 mm,9680 mm,8.7,11.4,334
513,26.48 ton,1290 mm,250 mm,10500 mm,8.7,12.1,335
340,23.65 ton,1020 mm,250 mm,11860 mm,10.4,13.2,340
577,26.36 ton,1490 mm,250 mm,9050 mm,12.4,7.7,270
692,30.67 ton,1490 mm,250 mm,10530 mm,12.5,7.6,269
709,30.67 ton,1490 mm,250 mm,10530 mm,12.5,7.7,269
664,31.83 ton,1400 mm,250 mm,11630 mm,11.7,8.9,268
537,31.64 ton,1400 mm,250 mm,11560 mm,11.7,9.3,269
319,20.07 ton,1230 mm,250 mm,8520 mm,11.8,15.1,335
308,23.65 ton,1020 mm,250 mm,11860 mm,9.4,16.4,345
228,23.65 ton,1020 mm,250 mm,11860 mm,9.7,17.1,343
243,23.65 ton,1020 mm,250 mm,11860 mm,9.8,17.1,343
445,23.65 ton,1020 mm,250 mm,11860 mm,10.5,14.4,338
446,19.57 ton,1300 mm,250 mm,7700 mm,8.3,12.8,428
306,23.1 ton,1190 mm,250 mm,9930 mm,12.3,13.5,338
542,28.59 ton,1390 mm,250 mm,10520 mm,12.1,10.2,339
500,25.74 ton,1260 mm,250 mm,10450 mm,9.1,9.9,343
465,27.75 ton,1390 mm,250 mm,10210 mm,12.3,10.3,337
518,22.19 ton,1290 mm,250 mm,8800 mm,12.9,9.1,340
394,29.73 ton,1290 mm,250 mm,11790 mm,9.3,9.7,335
465,26.4 ton,1290 mm,250 mm,10470 mm,8.9,12.3,337
386,26.38 ton,1310 mm,250 mm,10300 mm,9,13.5,336
334,23.65 ton,1020 mm,250 mm,11860 mm,9.5,16.6,344
234,28.97 ton,1570 mm,250 mm,9440 mm,6.5,20.2,257
277,34.37 ton,1570 mm,246 mm,11380 mm,6.5,19.4,259
330,25.87 ton,1390 mm,250 mm,9520 mm,11.9,10.9,338
496,25.06 ton,1190 mm,250 mm,10770 mm,11.9,9.4,473
669,18.08 ton,1010 mm,250 mm,9390 mm,4.6,1.8,336
479,21.37 ton,1350 mm,250 mm,8250 mm,11.9,8.5,278
128,26 ton,1490 mm,246 mm,9070 mm,7.1,20.6,270
405,27.75 ton,1390 mm,250 mm,10210 mm,12.3,10.2,338
465,29.81 ton,1390 mm,250 mm,10970 mm,12.3,10,337
237,23.65 ton,1020 mm,250 mm,11860 mm,9.9,16.2,347
391,33.91 ton,1490 mm,250 mm,11640 mm,11.4,19.2,320
361,31.57 ton,1440 mm,244 mm,11490 mm,12.4,18.7,325
427,29.89 ton,1390 mm,250 mm,11000 mm,11.2,9.5,337
369,25 ton,1390 mm,250 mm,9200 mm,6.6,18.3,291
295,25.79 ton,1120 mm,250 mm,11780 mm,6.5,9.1,262
500,19.39 ton,1300 mm,250 mm,7630 mm,7.7,11.4,432
444,15.66 ton,1040 mm,250 mm,7700 mm,13.7,9.5,329
449,34.78 ton,1500 mm,250 mm,11860 mm,13.8,6.6,252
475,34.99 ton,1570 mm,250 mm,11400 mm,13.9,7.9,249
357,19.59 ton,1300 mm,250 mm,7710 mm,7.9,12.3,428
583,29.81 ton,1390 mm,250 mm,10970 mm,12.4,10.2,336
382,19.59 ton,1300 mm,250 mm,7710 mm,8.2,12.7,429
590,21.99 ton,1240 mm,250 mm,9070 mm,10.4,4.8,500
572,18.45 ton,1260 mm,250 mm,7490 mm,5.9,12.3,327
392,19.37 ton,1090 mm,250 mm,9090 mm,7.8,13.2,328
414,19.37 ton,1090 mm,250 mm,9090 mm,7.9,13.5,327
545,23.63 ton,1020 mm,250 mm,11850 mm,8.2,4.1,332
436,28.78 ton,1240 mm,250 mm,11870 mm,13.8,10.9,323
558,22.05 ton,1180 mm,250 mm,9560 mm,9.9,2.8,493
607,20.5 ton,1200 mm,250 mm,8740 mm,7.1,4.6,344
366,22.9 ton,1290 mm,250 mm,9080 mm,9.8,17.2,340
356,19.46 ton,1210 mm,250 mm,8400 mm,7.3,13.1,327
292,34.36 ton,1570 mm,246 mm,11560 mm,8.7,13.8,269
631,17.71 ton,1050 mm,250 mm,8710 mm,7.7,3.9,338
446,28.77 ton,1520 mm,250 mm,9680 mm,12.1,7.8,267
625,23.18 ton,1260 mm,250 mm,9410 mm,13.1,8.5,339
418,23.65 ton,1020 mm,250 mm,11860 mm,11.2,15.5,342
593,29.1 ton,1570 mm,250 mm,9480 mm,14.4,7.9,253
585,24.46 ton,1570 mm,250 mm,7970 mm,11.5,8.2,263
415,25.55 ton,1530 mm,246 mm,8680 mm,14.6,16.8,300
224,22.99 ton,1020 mm,250 mm,11530 mm,10.6,16.7,337
661,24.38 ton,1180 mm,250 mm,10570 mm,11.2,3.4,537
456,28.41 ton,1300 mm,250 mm,11180 mm,8.8,12.6,435
218,23.16 ton,1290 mm,250 mm,9290 mm,11.3,16.2,327
409,17.88 ton,1200 mm,250 mm,7620 mm,9.8,9.6,294
423,14.74 ton,1000 mm,250 mm,7540 mm,4.8,7.2,318
301,34.37 ton,1570 mm,246 mm,11380 mm,6.7,19.6,258
536,19.39 ton,1260 mm,250 mm,7870 mm,7.8,11.4,431
416,24.02 ton,1300 mm,250 mm,9450 mm,7.3,5.4,299
685,18.07 ton,960 mm,250 mm,9630 mm,4.6,1.5,336
594,29.15 ton,1500 mm,250 mm,9940 mm,10.3,13.4,316
647,16.76 ton,1010 mm,250 mm,8490 mm,3.6,2.8,347
685,16.76 ton,1010 mm,250 mm,8490 mm,3.7,2.9,347
529,15.8 ton,1000 mm,250 mm,8080 mm,4.6,7,320
544,22.85 ton,1290 mm,250 mm,9060 mm,5.5,4.2,358
642,16.63 ton,1010 mm,250 mm,8420 mm,9.9,2.1,338
267,18.35 ton,900 mm,250 mm,10430 mm,9.9,10,301
578,16.66 ton,1000 mm,250 mm,8520 mm,3.5,5.8,319
775,18.07 ton,960 mm,250 mm,9630 mm,4.8,1.8,336
743,18.07 ton,960 mm,250 mm,9630 mm,4.9,2,337
773,18.15 ton,960 mm,250 mm,9670 mm,4.9,2,336
408,29.89 ton,1290 mm,250 mm,11850 mm,5.3,5.3,354
561,22.15 ton,1180 mm,250 mm,9600 mm,10.4,3.1,495
498,19.57 ton,1300 mm,250 mm,7700 mm,8,12.3,428
452,19.59 ton,1300 mm,250 mm,7710 mm,8.1,13,429
359,21.8 ton,1380 mm,250 mm,8080 mm,10.9,16.2,434
652,24.11 ton,1370 mm,250 mm,9000 mm,12.9,8,327
376,29.2 ton,1290 mm,250 mm,11580 mm,10.1,11,254
759,15.71 ton,960 mm,250 mm,8370 mm,4.7,0.6,334
712,23.2 ton,1240 mm,250 mm,9570 mm,5.7,2.4,355
608,21.8 ton,1270 mm,250 mm,8780 mm,5.7,10.8,437
360,12.81 ton,990 mm,250 mm,6620 mm,4.4,14.5,325
345,13.08 ton,1000 mm,250 mm,6690 mm,4.5,7.4,339
314,29.07 ton,1260 mm,250 mm,11800 mm,6.9,18,529
541,30.09 ton,1300 mm,250 mm,11840 mm,12.8,11,352
532,23.08 ton,1260 mm,250 mm,9370 mm,13.1,8.4,339
500,22.55 ton,980 mm,250 mm,11770 mm,7.6,4.1,292
375,23.87 ton,1040 mm,250 mm,11740 mm,8.3,12.9,328
308,19.78 ton,1040 mm,250 mm,9730 mm,8.5,13.2,336
536,28.78 ton,1240 mm,250 mm,11870 mm,6.8,5.6,335
550,29.71 ton,1290 mm,250 mm,11780 mm,8.9,5.7,529
513,29.73 ton,1290 mm,250 mm,11790 mm,9.1,5.9,525
650,22.05 ton,1180 mm,250 mm,9560 mm,9.9,3,496
309,19.78 ton,1040 mm,250 mm,9730 mm,8.5,13.5,336
647,22.05 ton,1180 mm,250 mm,9560 mm,10.5,3.3,495
522,22.05 ton,1180 mm,250 mm,9560 mm,10.5,4.4,490
624,16.88 ton,950 mm,250 mm,9090 mm,11.6,4.3,343
461,11.91 ton,1000 mm,250 mm,6090 mm,4.5,7.6,338
607,28.97 ton,1570 mm,250 mm,9440 mm,10.3,3.4,255
555,28.97 ton,1570 mm,250 mm,9440 mm,10.4,3.1,255
209,29.66 ton,1290 mm,250 mm,11760 mm,10.1,17.3,336
436,29.71 ton,1290 mm,250 mm,11780 mm,9.2,6.4,517
574,26.88 ton,1290 mm,250 mm,10660 mm,9.3,5.9,525
455,30.94 ton,1340 mm,250 mm,11810 mm,9.5,11.8,529
564,24.46 ton,1570 mm,250 mm,7970 mm,11.2,7.8,266
507,22.08 ton,1210 mm,250 mm,9450 mm,10.3,4.5,491
390,31.5 ton,1510 mm,250 mm,10670 mm,15.2,12.7,330
558,28.09 ton,1290 mm,250 mm,11140 mm,8.7,5.2,527
500,34.99 ton,1570 mm,250 mm,11400 mm,14.5,7.9,249
608,21.11 ton,1240 mm,250 mm,8710 mm,9.5,4.7,546
483,26.88 ton,1290 mm,250 mm,10660 mm,9.5,5.6,522
495,16.88 ton,950 mm,250 mm,9090 mm,11.8,4.6,344
351,22.42 ton,1260 mm,250 mm,9100 mm,8.5,11.7,438
503,22.42 ton,1260 mm,250 mm,9100 mm,8.5,11.8,436
502,18.76 ton,1180 mm,250 mm,8130 mm,10.9,4.5,542
574,31.83 ton,1400 mm,250 mm,11630 mm,11.7,8.9,269
366,19.08 ton,1000 mm,250 mm,9760 mm,10.7,7.9,332
607,20.31 ton,1240 mm,250 mm,8380 mm,11.1,6.4,545
467,22.39 ton,1260 mm,250 mm,9090 mm,8.6,11.7,436
333,22.99 ton,1020 mm,250 mm,11530 mm,11.1,16.9,337
366,22.99 ton,1020 mm,250 mm,11530 mm,10.7,16.5,343
534,22.39 ton,1260 mm,250 mm,9090 mm,8.7,11.6,436
345,24.95 ton,1150 mm,244 mm,11370 mm,11.4,12.9,314
306,22.99 ton,1020 mm,250 mm,11530 mm,11.1,17,337
242,22.79 ton,1390 mm,250 mm,8510 mm,10.3,11.5,343
432,24.36 ton,1290 mm,250 mm,9660 mm,10.4,10.1,338
449,29.71 ton,1290 mm,250 mm,11780 mm,9.2,6.5,518
630,26.86 ton,1290 mm,250 mm,10650 mm,9.3,5.6,523
426,22.39 ton,1260 mm,250 mm,9090 mm,8.8,11.5,435
488,19.59 ton,1300 mm,250 mm,7710 mm,8,12.8,429
392,28.41 ton,1300 mm,250 mm,11180 mm,8.9,12.9,434
639,21.17 ton,1290 mm,250 mm,8560 mm,9.4,5.3,535
602,21.17 ton,1290 mm,250 mm,8560 mm,9.4,5.3,540
653,19.95 ton,1240 mm,250 mm,8230 mm,9.5,4.5,544
312,22.99 ton,1020 mm,250 mm,11530 mm,10.8,17,337
615,25.07 ton,1240 mm,250 mm,10340 mm,9.7,4.6,491
442,20 ton,1260 mm,250 mm,8120 mm,9.5,12.1,429
409,23.65 ton,1020 mm,250 mm,11860 mm,11.2,15.6,342
377,23.65 ton,1020 mm,250 mm,11860 mm,11.3,15.8,344
571,22.15 ton,1180 mm,250 mm,9600 mm,10,2.6,482
524,17.88 ton,1200 mm,250 mm,7620 mm,9.8,9.7,297
410,18.59 ton,1000 mm,250 mm,9510 mm,9.9,6.6,418
370,30.02 ton,1390 mm,250 mm,11250 mm,11.5,12.3,325
423,19.59 ton,1300 mm,250 mm,7710 mm,8.3,13.1,428
655,22.05 ton,1180 mm,250 mm,9560 mm,10.8,4.2,494
593,24.38 ton,1180 mm,250 mm,10570 mm,11.4,3.7,537
611,29.89 ton,1290 mm,250 mm,11850 mm,5.5,5.3,355
429,32.76 ton,1420 mm,250 mm,11800 mm,11.3,14.8,527
598,22.05 ton,1180 mm,250 mm,9560 mm,10.7,4.7,492
473,19.39 ton,1260 mm,250 mm,7870 mm,7.8,11.2,431
617,18.76 ton,1180 mm,250 mm,8130 mm,10.9,4.6,540
292,19.62 ton,1120 mm,250 mm,8960 mm,9.3,20.7,344
667,18.07 ton,960 mm,250 mm,9630 mm,4.6,1.4,336
348,19.12 ton,1000 mm,250 mm,9780 mm,11.4,11.6,327
393,19.12 ton,1000 mm,250 mm,9780 mm,11.7,11.7,328
451,18.76 ton,1240 mm,250 mm,7740 mm,11,6.5,543
451,16.98 ton,900 mm,250 mm,9650 mm,4.9,11.7,302
445,16.98 ton,900 mm,250 mm,9650 mm,4.9,11.6,303
384,19.08 ton,1000 mm,250 mm,9760 mm,12.7,11.7,332
400,24.24 ton,1290 mm,250 mm,9610 mm,10.3,10.6,337
265,22.77 ton,1310 mm,250 mm,8890 mm,10.3,18.4,343
543,29.73 ton,1290 mm,250 mm,11790 mm,9.1,6.2,525
637,24.38 ton,1180 mm,250 mm,10570 mm,11.4,3.6,536
366,18.09 ton,900 mm,246 mm,10450 mm,10.3,9.9,300
346,19.57 ton,1290 mm,250 mm,7760 mm,10.6,17.8,343
341,34.42 ton,1560 mm,246 mm,11470 mm,9.4,8.8,257
524,29 ton,1500 mm,250 mm,9890 mm,10.2,13.4,318
493,17.82 ton,900 mm,250 mm,10130 mm,10.6,7.5,309
451,19.12 ton,1000 mm,250 mm,9780 mm,11.8,11.8,327
404,19.08 ton,1000 mm,250 mm,9760 mm,12.4,10.8,331
572,22.61 ton,1370 mm,250 mm,8440 mm,13.5,7.7,335
610,16.76 ton,1010 mm,250 mm,8490 mm,5.2,2.4,345
427,19.08 ton,1000 mm,250 mm,9760 mm,12.7,11.5,331
500,19.95 ton,1240 mm,250 mm,8230 mm,9.4,4.5,532
323,22.19 ton,1000 mm,250 mm,11350 mm,6.1,23.6,418
580,17.82 ton,900 mm,250 mm,10130 mm,10.4,7.2,307
412,18.35 ton,900 mm,250 mm,10430 mm,10,9.6,300
378,18.09 ton,900 mm,246 mm,10450 mm,10.2,9.9,299
381,19.12 ton,1000 mm,250 mm,9780 mm,12.2,11.8,327
321,19.08 ton,1000 mm,250 mm,9760 mm,12.3,13.1,330
708,16.63 ton,1010 mm,250 mm,8420 mm,9.8,2,338
387,18.35 ton,900 mm,250 mm,10430 mm,10,7.3,309
350,18.35 ton,900 mm,250 mm,10430 mm,10,9.5,300
725,29.67 ton,1330 mm,250 mm,11410 mm,8.6,4.5,430
